tempo,posicao,velocidade,aceleracao
0.0000,10000.0000,0.0000,-9.8100
0.1000,9999.9019,-0.9810,-9.8100
0.2000,9999.7057,-1.9620,-9.8100
0.3000,9999.4114,-2.9430,-9.8100
0.4000,9999.0190,-3.9240,-9.8100
0.5000,9998.5285,-4.9050,-9.8100
0.6000,9997.9399,-5.8860,-9.8100
0.7000,9997.2532,-6.8670,-9.8100
0.8000,9996.4684,-7.8480,-9.8100
0.9000,9995.5855,-8.8290,-9.8100
1.0000,9994.6045,-9.8100,-9.8100
1.1000,9993.5254,-10.7910,-9.8100
1.2000,9992.3482,-11.7720,-9.8100
1.3000,9991.0729,-12.7530,-9.8100
1.4000,9989.6995,-13.7340,-9.8100
1.5000,9988.2280,-14.7150,-9.8100
1.6000,9986.6584,-15.6960,-9.8100
1.7000,9984.9907,-16.6770,-9.8099
1.8000,9983.2249,-17.6579,-9.8099
1.9000,9981.3610,-18.6389,-9.8099
2.0000,9979.3990,-19.6199,-9.8099
2.1000,9977.3390,-20.6009,-9.8099
2.2000,9975.1808,-21.5819,-9.8099
2.3000,9972.9245,-22.5629,-9.8099
2.4000,9970.5701,-23.5439,-9.8099
2.5000,9968.1176,-24.5249,-9.8099
2.6000,9965.5670,-25.5059,-9.8099
2.7000,9962.9183,-26.4869,-9.8099
2.8000,9960.1715,-27.4679,-9.8099
2.9000,9957.3266,-28.4489,-9.8099
3.0000,9954.3836,-29.4299,-9.8099
3.1000,9951.3426,-30.4108,-9.8099
3.2000,9948.2034,-31.3918,-9.8099
3.3000,9944.9661,-32.3728,-9.8099
3.4000,9941.6307,-33.3538,-9.8099
3.5000,9938.1972,-34.3348,-9.8099
3.6000,9934.6657,-35.3158,-9.8099
3.7000,9931.0360,-36.2968,-9.8099
3.8000,9927.3082,-37.2778,-9.8099
3.9000,9923.4823,-38.2588,-9.8099
4.0000,9919.5584,-39.2397,-9.8099
4.1000,9915.5363,-40.2207,-9.8099
4.2000,9911.4161,-41.2017,-9.8099
4.3000,9907.1978,-42.1827,-9.8099
4.4000,9902.8815,-43.1637,-9.8099
4.5000,9898.4670,-44.1447,-9.8099
4.6000,9893.9544,-45.1257,-9.8099
4.7000,9889.3438,-46.1066,-9.8098
4.8000,9884.6350,-47.0876,-9.8098
4.9000,9879.8282,-48.0686,-9.8098
5.0000,9874.9232,-49.0496,-9.8098
5.1000,9869.9201,-50.0306,-9.8098
5.2000,9864.8190,-51.0116,-9.8098
5.3000,9859.6197,-51.9925,-9.8098
5.4000,9854.3224,-52.9735,-9.8098
5.5000,9848.9269,-53.9545,-9.8098
5.6000,9843.4334,-54.9355,-9.8098
5.7000,9837.8417,-55.9165,-9.8098
5.8000,9832.1520,-56.8974,-9.8098
5.9000,9826.3641,-57.8784,-9.8098
6.0000,9820.4782,-58.8594,-9.8098
6.1000,9814.4942,-59.8404,-9.8098
6.2000,9808.4120,-60.8214,-9.8098
