tempo,posicao,velocidade,aceleracao
0.0000,10000.0000,0.0000,-9.8100
1.0000,9990.1900,-9.8100,-9.8100
2.0000,9970.5700,-19.6200,-9.8100
3.0000,9941.1400,-29.4300,-9.8100
4.0000,9901.9000,-39.2400,-9.8100
5.0000,9852.8500,-49.0500,-9.8100
6.0000,9793.9900,-58.8600,-9.8100
7.0000,9725.3200,-68.6700,-9.8100
8.0000,9646.8400,-78.4800,-9.8100
9.0000,9558.5500,-88.2900,-9.8100
10.0000,9460.4500,-98.1000,-9.8100
11.0000,9352.5400,-107.9100,-9.8100
12.0000,9234.8200,-117.7200,-9.8100
13.0000,9107.2900,-127.5300,-9.8100
14.0000,8969.9500,-137.3400,-9.8100
15.0000,8822.8000,-147.1500,-9.8100
16.0000,8665.8400,-156.9600,-9.8100
17.0000,8499.0700,-166.7700,-9.8100
18.0000,8322.4900,-176.5800,-9.8100
19.0000,8136.1000,-186.3900,-9.8100
20.0000,7939.9000,-196.2000,-9.8100
21.0000,7733.8900,-206.0100,-9.8100
22.0000,7518.0700,-215.8200,-9.8100
23.0000,7292.4400,-225.6300,-9.8100
24.0000,7057.0000,-235.4400,-9.8100
25.0000,6811.7500,-245.2500,-9.8100
26.0000,6556.6900,-255.0600,-9.8100
27.0000,6291.8200,-264.8700,-9.8100
28.0000,6017.1400,-274.6800,-9.8100
29.0000,5732.6500,-284.4900,-9.8100
30.0000,5438.3500,-294.3000,-9.8100
31.0000,5134.2400,-304.1100,-9.8100
32.0000,4820.3200,-313.9200,-9.8100
33.0000,4496.5900,-323.7300,-9.8100
34.0000,4163.0500,-333.5400,-9.8100
35.0000,3819.7000,-343.3500,-9.8100
36.0000,3466.5400,-353.1600,-9.8100
37.0000,3103.5700,-362.9700,-9.8100
38.0000,2730.7900,-372.7800,-9.8100
39.0000,2348.2000,-382.5900,-9.8100
40.0000,1955.8000,-392.4000,-9.8100
41.0000,1553.5900,-402.2100,-9.8100
42.0000,1141.5700,-412.0200,-9.8100
43.0000,719.7400,-421.8300,-9.8100
44.0000,288.1000,-431.6400,-9.8100
45.0000,0.0000,-441.4500,-9.8100
