tempo,posicao,velocidade,aceleracao
0.0000,10000.0000,0.0000,-9.8100
0.3162,9999.0190,-3.1022,-9.8100
0.6325,9997.0570,-6.2044,-9.8100
0.9487,9994.1140,-9.3066,-9.8100
1.2649,9990.1900,-12.4088,-9.8100
1.5811,9985.2850,-15.5110,-9.8100
1.8974,9979.3990,-18.6132,-9.8100
2.2136,9972.5320,-21.7154,-9.8100
2.5298,9964.6840,-24.8176,-9.8100
2.8460,9955.8550,-27.9197,-9.8100
3.1623,9946.0450,-31.0219,-9.8100
3.4785,9935.2540,-34.1241,-9.8100
3.7947,9923.4820,-37.2263,-9.8100
4.1110,9910.7290,-40.3285,-9.8100
4.4272,9896.9950,-43.4307,-9.8100
4.7434,9882.2800,-46.5329,-9.8100
5.0596,9866.5840,-49.6351,-9.8100
5.3759,9849.9070,-52.7373,-9.8100
5.6921,9832.2490,-55.8395,-9.8100
6.0083,9813.6100,-58.9417,-9.8100
6.3246,9793.9900,-62.0439,-9.8100
6.6408,9773.3890,-65.1461,-9.8100
6.9570,9751.8070,-68.2483,-9.8100
7.2732,9729.2440,-71.3505,-9.8100
7.5895,9705.7000,-74.4527,-9.8100
7.9057,9681.1750,-77.5549,-9.8100
8.2219,9655.6690,-80.6571,-9.8100
8.5381,9629.1820,-83.7592,-9.8100
8.8544,9601.7140,-86.8614,-9.8100
9.1706,9573.2650,-89.9636,-9.8100
9.4868,9543.8350,-93.0658,-9.8100
9.8031,9513.4240,-96.1680,-9.8100
10.1193,9482.0320,-99.2702,-9.8100
10.4355,9449.6590,-102.3724,-9.8100
10.7517,9416.3050,-105.4746,-9.8100
11.0680,9381.9700,-108.5768,-9.8100
11.3842,9346.6540,-111.6790,-9.8100
11.7004,9310.3570,-114.7812,-9.8100
12.0167,9273.0790,-117.8834,-9.8100
12.3329,9234.8200,-120.9856,-9.8100
12.6491,9195.5800,-124.0878,-9.8100
12.9653,9155.3590,-127.1900,-9.8100
13.2816,9114.1570,-130.2922,-9.8100
13.5978,9071.9740,-133.3944,-9.8100
13.9140,9028.8100,-136.4966,-9.8100
14.2302,8984.6650,-139.5987,-9.8100
14.5465,8939.5390,-142.7009,-9.8100
14.8627,8893.4320,-145.8031,-9.8100
15.1789,8846.3440,-148.9053,-9.8100
15.4952,8798.2750,-152.0075,-9.8100
15.8114,8749.2250,-155.1097,-9.8100
16.1276,8699.1940,-158.2119,-9.8100
16.4438,8648.1820,-161.3141,-9.8100
16.7601,8596.1890,-164.4163,-9.8100
17.0763,8543.2150,-167.5185,-9.8100
17.3925,8489.2600,-170.6207,-9.8100
17.7088,8434.3240,-173.7229,-9.8100
18.0250,8378.4070,-176.8251,-9.8100
18.3412,8321.5090,-179.9273,-9.8100
18.6574,8263.6300,-183.0295,-9.8100
18.9737,8204.7700,-186.1317,-9.8100
19.2899,8144.9290,-189.2339,-9.8100
19.6061,8084.1070,-192.3361,-9.8100
19.9223,8022.3040,-195.4382,-9.8100
