alpha_est,C_est,r2_ajuste,std_err_alpha,t_stat,t_critico,p_valor,graus_liberdade
1.0167972902993119,0.9260766783831296,0.960826608210939,0.0020532928331639653,8.180659878614854,1.9602012873568366,3.166364433715681e-16,9998
