tempo,msd,msd_ajuste_potencia
2621,2652.2,2770.3519833411915
2622,2665.6,2771.4267240565846
2623,2641.0,2772.5014716571
2624,2696.8,2773.576226140156
2625,2682.6,2774.650987503175
2626,2644.0,2775.725755743579
2627,2698.6,2776.800530858794
2628,2740.0,2777.875312846246
2629,2721.8,2778.950101703364
2630,2669.6,2780.0248974275796
2631,2657.0,2781.0997000163256
2632,2637.6,2782.174509467036
2633,2623.4,2783.2493257771475
2634,2572.8,2784.3241489440998
2635,2578.6,2785.3989789653315
2636,2608.4,2786.4738158382866
2637,2627.4,2787.548659560409
2638,2672.4,2788.623510129145
2639,2678.6,2789.698367541943
2640,2686.8,2790.773231796252
2641,2665.8,2791.8481028895258
2642,2614.8,2792.922980819217
2643,2566.6,2793.9978655827817
2644,2515.6,2795.072757177679
2645,2550.6,2796.1476556013663
2646,2513.2,2797.222560851307
2647,2533.0,2798.297472924964
2648,2544.0,2799.372391819803
2649,2593.0,2800.44731753329
2650,2642.4,2801.5222500628956
2651,2621.0,2802.597189406091
2652,2604.4,2803.6721355603477
2653,2652.2,2804.747088523142
2654,2635.6,2805.8220482919496
2655,2586.6,2806.8970148642497
2656,2555.6,2807.971988237523
2657,2541.0,2809.0469684092513
2658,2588.0,2810.1219553769197
2659,2578.6,2811.196949138013
2660,2604.8,2812.271949690021
2661,2614.6,2813.3469570304323
2662,2587.6,2814.4219711567393
2663,2609.0,2815.4969920664353
2664,2564.0,2816.5720197570154
2665,2631.4,2817.6470542259776
2666,2573.6,2818.7220954708214
2667,2611.4,2819.7971434890474
2668,2652.0,2820.8721982781585
2669,2644.2,2821.947259835659
2670,2673.6,2823.0223281590575
2671,2669.8,2824.0974032458607
2672,2620.8,2825.1724850935793
2673,2649.8,2826.2475736997258
2674,2668.4,2827.322669061814
2675,2684.2,2828.39777117736
2676,2641.2,2829.4728800438816
2677,2675.4,2830.5479956588983
2678,2731.6,2831.6231180199316
2679,2679.4,2832.698247124504
2680,2674.4,2833.7733829701424
2681,2634.6,2834.848525554372
2682,2585.2,2835.9236748747217
2683,2595.4,2836.998830928723
2684,2613.6,2838.0739937139074
2685,2635.4,2839.14916322781
2686,2675.2,2840.224339467966
2687,2678.6,2841.2995224319134
2688,2682.0,2842.3747121171923
2689,2729.8,2843.4499085213442
2690,2711.6,2844.525111641912
2691,2697.0,2845.6003214764414
2692,2739.2,2846.6755380224786
2693,2757.0,2847.750761277573
2694,2739.6,2848.825991239275
2695,2758.6,2849.9012279051362
2696,2769.6,2850.976471272712
2697,2790.6,2852.0517213395574
2698,2783.6,2853.12697810323
2699,2759.4,2854.2022415612905
2700,2804.8,2855.277511711299
2701,2786.6,2856.3527885508197
2702,2809.2,2857.428072077417
2703,2785.0,2858.5033622886567
2704,2774.4,2859.578659182109
2705,2822.6,2860.653962755343
2706,2905.6,2861.729273005931
2707,2929.8,2862.804589931447
2708,2910.0,2863.8799135294666
2709,2917.0,2864.955243797567
2710,2904.0,2866.0305807333275
2711,2928.2,2867.105924334329
2712,2917.2,2868.1812745981542
2713,2870.6,2869.256631522387
2714,2861.6,2870.331995104615
2715,2823.4,2871.4073653424252
2716,2778.0,2872.482742233407
2717,2770.6,2873.5581257751533
2718,2774.8,2874.633515965256
2719,2696.2,2875.7089128013104
2720,2691.6,2876.784316280914
2721,2736.2,2877.859726401665
2722,2762.0,2878.935143161163
2723,2736.2,2880.010566557011
2724,2732.4,2881.085996586812
2725,2753.8,2882.1614332481727
2726,2735.6,2883.2368765386987
2727,2756.2,2884.312326456001
2728,2699.2,2885.387782997688
2729,2650.6,2886.4632461613746
2730,2572.4,2887.5387159446727
2731,2617.0,2888.6141923452
2732,2629.6,2889.689675360574
2733,2557.8,2890.7651649884133
2734,2546.8,2891.8406612263398
2735,2585.8,2892.916164071976
2736,2604.8,2893.991673522946
2737,2589.0,2895.067189576877
2738,2562.0,2896.142712231396
2739,2525.0,2897.2182414841345
2740,2577.2,2898.2937773327226
2741,2594.6,2899.3693197747934
2742,2610.0,2900.4448688079824
2743,2622.6,2901.520424429926
2744,2582.8,2902.5959866382627
2745,2568.2,2903.671555430632
2746,2618.0,2904.747130804676
2747,2589.0,2905.8227127580385
2748,2575.2,2906.8983012883637
2749,2533.0,2907.973896393299
2750,2546.4,2909.049498070493
2751,2548.2,2910.125106317596
2752,2558.8,2911.2007211322593
2753,2565.8,2912.276342512137
2754,2544.8,2913.3519704548844
2755,2525.8,2914.4276049581586
2756,2488.8,2915.503246019618
2757,2471.4,2916.578893636923
2758,2431.2,2917.6545478077355
2759,2426.6,2918.73020852972
2760,2435.6,2919.8058758005404
2761,2403.4,2920.881549617866
2762,2418.8,2921.9572299793635
2763,2429.0,2923.032916882704
2764,2451.6,2924.1086103255598
2765,2440.2,2925.1843103056044
2766,2482.0,2926.260016820514
2767,2549.0,2927.3357298679643
2768,2555.2,2928.4114494456358
2769,2495.4,2929.487175551207
