dt (s),tempo_final (s),erro_relativo
0.0001,45.1524,0.0000
0.0003,45.1523,0.0000
0.0010,45.1520,0.0000
0.0032,45.1510,0.0000
0.0100,45.1500,0.0001
0.0316,45.1573,0.0001
0.1000,45.2000,0.0011
0.3162,45.2206,0.0015
1.0000,45.0000,0.0034
