dt (s),tempo_final (s),erro_relativo
0.0001,175.4286,0.0000
0.0003,175.4286,0.0000
0.0010,175.4280,0.0000
0.0032,175.4274,0.0000
0.0100,175.4300,0.0000
0.0316,175.4115,0.0001
0.1000,175.4000,0.0002
0.3162,175.1902,0.0014
1.0000,175.0000,0.0024
