alpha_est,C_est,r2_ajuste,std_err_alpha,t_stat,t_critico,p_valor,graus_liberdade
0.791068424380148,3.2155057089521986,0.8823303220647047,0.002889177099890152,-72.31525392742303,1.9602012873568366,0.0,9998
