tempo,msd,msd_ajuste_potencia
6366,2864.0,3283.7347577915016
6367,2902.6,3284.1428030720786
6368,2870.8,3284.5508349629677
6369,2799.4,3284.9588534667105
6370,2771.6,3285.366858585848
6371,2785.0,3285.774850322921
6372,2768.8,3286.182828680467
6373,2739.4,3286.590793661026
6374,2787.6,3286.9987452671353
6375,2795.4,3287.4066835013314
6376,2860.4,3287.8146083661495
6377,2849.8,3288.2225198641254
6378,2878.4,3288.6304179977924
6379,2829.8,3289.038302769684
6380,2845.6,3289.446174182332
6381,2861.0,3289.8540322382687
6382,2788.8,3290.2618769400233
6383,2761.0,3290.6697082901264
6384,2782.0,3291.077526291107
6385,2793.8,3291.485330945492
6386,2759.2,3291.8931222558085
6387,2763.4,3292.300900224583
6388,2759.2,3292.7086648543414
6389,2828.2,3293.1164161476063
6390,2812.0,3293.5241541069026
6391,2846.6,3293.9318787347534
6392,2855.2,3294.339590033679
6393,2828.2,3294.7472880062005
6394,2804.8,3295.1549726548387
6395,2820.2,3295.562643982113
6396,2838.0,3295.9703019905405
6397,2824.2,3296.3779466826386
6398,2785.6,3296.785578060925
6399,2751.4,3297.1931961279147
6400,2797.6,3297.6008008861227
6401,2813.8,3298.008392338062
6402,2797.6,3298.4159704862477
6403,2805.8,3298.82353533319
6404,2824.0,3299.2310868814006
6405,2873.0,3299.638625133391
6406,2901.6,3300.04615009167
6407,2923.4,3300.453661758746
6408,2994.0,3300.861160137128
6409,3005.0,3301.268645229322
6410,3016.8,3301.6761170378345
6411,3001.0,3302.0835755651706
6412,3013.2,3302.491020813835
6413,3037.0,3302.898452786331
6414,3037.2,3303.305871485161
6415,3010.6,3303.7132769128275
6416,2978.0,3304.1206690718313
6417,2947.4,3304.5280479646726
6418,2896.0,3304.93541359385
6419,2921.8,3305.3427659618624
6420,2910.8,3305.7501050712067
6421,2844.2,3306.1574309243806
6422,2830.0,3306.564743523879
6423,2896.2,3306.9720428721976
6424,2835.2,3307.3793289718296
6425,2824.2,3307.786601825269
6426,2783.6,3308.193861435008
6427,2820.2,3308.6011078035376
6428,2852.0,3309.0083409333497
6429,2885.0,3309.4155608269325
6430,2868.4,3309.822767486776
6431,2883.4,3310.229960915368
6432,2916.4,3310.6371411151954
6433,2968.2,3311.0443080887444
6434,2986.0,3311.451461838502
6435,2988.2,3311.858602366952
6436,2991.2,3312.2657296765774
6437,3014.6,3312.6728437698625
6438,3000.0,3313.0799446492883
6439,3021.0,3313.487032317337
6440,3047.6,3313.8941067764886
